time,Clock.time,PDP.current,PDP.voltage,PDP.temperature,PDP.resistance,PDP.unloaded_voltage,Drive.override_gyro,Drive.override_autoshift,Drive.gear,OI.left,OI.right,OI.commandingStraight,OI.fwd,OI.rot,Stick_1_Axis_0.value,Stick_1_Axis_3+Stick_1_Axis_2+.Value,pneumatics.pressure,left.velocity,left.position,left.setpoint,left.error,left.battery_voltage,left.voltage,left.current,left.control_mode,left.gear,left.resistance,left.velocity_PID,right.velocity,right.position,right.setpoint,right.error,right.battery_voltage,right.voltage,right.current,right.control_mode,right.gear,right.resistance,right.velocity_PID,AHRS.heading,AHRS.angular_displacement,AHRS.angular_vel,AHRS.x_accel,AHRS.y_accel,AHRS.pitch,UnidirectionalNavXDefaultDrive.drivingStraight,UnidirectionalNavXDefaultDrive.running,UnidirectionalNavXDefaultDrive.raw_output,UnidirectionalNavXDefaultDrive.processed_output,UnidirectionalNavXDefaultDrive.final_output,LimeLightPos.velocity,LimeLightPos.position,LimeLightPos.setpoint,LimeLightPos.error,LimeLightPos.battery_voltage,LimeLightPos.voltage,LimeLightPos.current,LimeLightPos.control_mode,LimeLightPos.gear,LimeLightPos.resistance,LimeLightPos.velocity_PID,arm.velocity,arm.position,arm.setpoint,arm.error,arm.battery_voltage,arm.voltage,arm.current,arm.control_mode,arm.gear,arm.resistance,arm.velocity_PID
31785,38294,8.875,12.8,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.670013427734375,10.65999984741211,-0.0,-0.03217000152799301,0.03217000152799301,1.2100000381469727,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
31852,38368,8.875,12.8,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.5488294,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.670013427734375,10.65999984741211,-0.0,0.03217000152799301,0.06434000305598601,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
31920,38439,8.875,12.8,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.670013427734375,10.65999984741211,-0.0,-0.16084999640472233,0.09651000083889813,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
31988,38488,8.875,12.8,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.670013427734375,10.65999984741211,-0.0,-0.03217000152799301,0.03217000152799301,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32059,38567,8.875,12.8,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.5488294,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.670013427734375,10.65999984741211,-0.0,0.06434000305598601,0.06434000305598601,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32134,38631,8.875,12.75,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.5488294,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.670013427734375,10.65999984741211,-0.0,0.06434000305598601,-0.06434000305598601,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32202,38715,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.0,0.0,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32284,38791,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.426759099999998,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.0,-0.03217000152799301,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32370,38888,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.670013427734375,10.65999984741211,-0.010000228881835938,0.16084999640472233,0.0,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32448,38966,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.426759099999998,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.0,-0.03217000152799301,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32520,39038,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,-0.03217000152799301,0.0,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32580,39087,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.03217000152799301,0.03217000152799301,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32642,39152,8.875,12.85,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,-0.06434000305598601,0.0,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32702,39219,8.875,12.8,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.06434000305598601,0.0,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32764,39279,8.875,12.8,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.426759099999998,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.03217000152799301,-0.16084999640472233,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32832,39348,8.875,12.8,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.09651000083889813,0.0,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32903,39417,8.875,12.8,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,-0.03217000152799301,0.03217000152799301,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
32971,39480,8.875,12.8,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,-0.03217000152799301,-0.22519000695087016,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33034,39551,8.875,12.8,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.426759099999998,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.03217000152799301,-0.03217000152799301,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33107,39623,8.875,12.8,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.0,0.0,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33173,39684,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,-0.03217000152799301,-0.03217000152799301,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33234,39751,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.0,0.06434000305598601,1.2000000476837158,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33297,39815,8.875,12.85,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,-0.03217000152799301,-0.06434000305598601,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33376,39874,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.5488294,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.010000228881835938,-0.09651000083889813,0.0,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33454,39970,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.5488294,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.06434000305598601,0.0,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33530,40046,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.426759099999998,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.0,-0.03217000152799301,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33605,40116,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,-0.19302000167779626,0.0,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33674,40183,8.875,12.85,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.67999267578125,10.670000076293945,-0.0,0.0,0.0,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33743,40245,8.875,12.8,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.69000244140625,10.680000305175781,-0.0,0.0,0.06434000305598601,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33809,40317,8.875,12.8,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.69000244140625,10.680000305175781,-0.0,-0.06434000305598601,-0.03217000152799301,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33885,40394,8.875,12.8,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.5488294,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.69000244140625,10.680000305175781,-0.0,0.0,-0.03217000152799301,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
33953,40473,8.875,12.8,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.69000244140625,10.680000305175781,-0.0,0.12868000611197203,-0.12868000611197203,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
34009,40525,8.875,12.8,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.5488294,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.69000244140625,10.680000305175781,-0.0,-0.06434000305598601,-0.03217000152799301,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
34086,40602,8.875,12.8,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.69000244140625,10.680000305175781,-0.0,0.03217000152799301,0.0,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
34164,40681,8.875,12.85,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.69000244140625,10.680000305175781,-0.0,0.06434000305598601,0.12868000611197203,1.1799999475479126,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
34230,40730,8.875,12.85,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.426759099999998,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.69000244140625,10.680000305175781,-0.0,0.0,0.03217000152799301,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
34295,40808,8.875,12.85,33.32937016989456,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.426759099999998,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.70001220703125,10.6899995803833,-0.0,0.03217000152799301,0.09651000083889813,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
34395,40895,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.5488294,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.70001220703125,10.6899995803833,-0.0,-0.09651000083889813,0.16084999640472233,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
34457,40968,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.5488294,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.70001220703125,10.6899995803833,-0.0,0.03217000152799301,-0.22519000695087016,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
34515,41030,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.5488294,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.70001220703125,10.6899995803833,-0.0,-0.09651000083889813,0.03217000152799301,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
34583,41100,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.70001220703125,10.6899995803833,-0.0,0.03217000152799301,0.0,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
34650,41166,8.875,12.85,34.361878539469984,Infinity,Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.426759099999998,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,10.70001220703125,10.6899995803833,-0.0,-0.16084999640472233,0.06434000305598601,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
34724,41221,8.875,12.85,34.361878539469984,-Infinity,-Infinity,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.48779425,0.0,0.0,0.0,0.0,12.6,0.0,0.0,Velocity,1,NaN,true,0.0,0.0,0.0,0.0,12.65,0.0,0.0,Velocity,1,NaN,true,10.70001220703125,10.6899995803833,-0.0,0.0,0.0,1.190000057220459,true,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Velocity,0,null,true,0.0,0.001611328125,0.3280833333333333,0.0,12.55,0.0,0.0,PercentOutput,0,null,true
